1	1
2	1
3	1
4	0
5	0
6	1
7	0
8	0
9	1
10	0
11	1
12	1
13	1
14	1
15	0
16	0
17	1
18	1
19	1
20	1
21	1
22	0
23	0
24	1
25	1
26	1
27	1
28	0
29	0
30	1
31	1
32	0
33	0
34	0
35	1
36	1
37	1
38	0
39	0
40	0
41	1
42	1
43	0
44	0
45	1
46	1
47	0
48	0
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	0
57	0
58	1
59	1
60	0
61	1
62	0
63	1
64	1
65	0
66	1
67	0
68	1
69	1
70	0
71	1
72	0
73	1
74	1
75	1
76	1
77	1
78	0
79	1
80	1
81	1
82	1
83	1
84	0
85	1
86	0
87	0
88	1
89	1
90	1
91	1
92	1
93	0
94	1
95	0
96	1
97	0
98	1
99	0
100	0
101	0
102	1
103	1
104	1
105	1
106	1
107	1
108	0
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	0
118	1
119	0
120	0
121	0
122	0
123	0
124	1
125	0
126	1
127	1
128	1
129	0
130	0
131	0
132	0
133	1
134	0
135	1
136	0
137	0
138	0
139	0
140	1
141	1
142	0
143	0
144	1
145	0
146	1
147	1
148	1
149	1
150	0
151	1
152	1
153	0
154	1
155	1
156	0
157	1
158	0
159	0
160	0
161	0
162	1
163	0
164	0
165	0
166	1
167	1
168	1
169	1
170	0
171	1
172	0
173	0
174	1
175	1
176	1
177	0
178	0
179	1
180	1
181	1
182	0
183	1
184	1
185	1
186	0
187	0
188	0
189	1
190	1
191	0
192	1
193	1
194	0
195	1
196	1
197	0
198	1
199	0
200	1
201	0
202	1
203	0
204	0
205	0
206	0
207	1
208	0
209	1
210	1
211	1
212	1
213	1
214	0
215	1
216	1
217	1
218	1
219	1
220	1
221	1
222	0
223	1
224	1
225	0
226	0
227	1
228	1
229	1
230	1
231	1
232	1
233	1
234	1
235	0
236	1
237	0
238	0
239	1
240	1
241	1
242	1
243	1
244	1
245	0
246	1
247	0
248	1
249	0
250	1
251	1
252	1
253	1
254	0
255	1
256	1
257	1
258	0
259	0
260	0
261	0
262	0
263	0
264	1
265	1
266	0
267	0
268	1
269	0
270	1
271	0
272	1
273	0
274	0
275	1
276	0
277	0
278	1
279	0
280	0
281	1
282	1
283	1
284	1
285	0
286	1
287	0
288	1
289	1
290	0
291	1
292	1
293	1
294	0
295	0
296	0
297	0
298	1
299	0
300	1
301	1
302	1
303	1
304	1
305	0
306	1
307	0
308	1
309	1
310	0
311	1
312	1
313	1
314	0
315	1
316	1
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	1
325	0
326	1
327	1
328	1
329	0
330	1
331	1
332	0
333	0
334	1
335	0
336	1
337	0
338	1
339	1
340	0
341	0
342	1
343	1
344	1
345	0
346	1
347	0
348	0
349	1
350	1
351	1
352	0
353	0
354	1
355	0
356	1
357	1
358	1
359	1
360	1
361	1
362	0
363	0
364	1
365	1
366	1
367	1
368	1
369	0
370	0
371	0
372	1
373	1
374	1
375	1
376	0
377	1
378	0
379	1
380	0
381	1
382	0
383	1
384	0
385	1
386	1
387	1
388	1
389	1
390	1
391	1
392	1
393	1
394	0
395	1
396	0
397	0
398	1
399	1
400	1
401	0
402	1
403	1
404	0
405	1
406	0
407	0
408	0
409	1
410	0
411	1
412	1
413	1
414	0
415	1
416	1
417	0
418	1
419	1
420	0
421	0
422	0
423	0
424	1
425	1
426	1
427	1
428	1
429	0
430	0
431	0
432	1
433	1
434	1
435	1
436	1
437	0
438	0
439	0
440	1
441	0
442	1
443	1
444	1
445	0
446	1
447	1
448	1
449	1
450	1
451	1
452	1
453	1
454	1
455	1
456	1
457	1
458	1
459	1
460	1
461	1
462	0
463	1
464	1
465	1
466	1
467	0
468	0
469	1
470	1
471	1
472	0
473	1
474	1
475	1
476	1
477	0
478	1
479	0
480	1
481	1
482	0
483	1
484	0
485	1
486	0
487	1
488	0
489	0
490	0
491	0
492	0
493	1
494	1
495	1
496	0
497	1
498	1
499	1
500	0
501	0
502	0
503	0
504	0
505	1
506	0
507	1
508	0
509	1
510	1
511	1
512	0
513	0
514	1
515	1
516	0
517	1
518	0
519	1
520	0
521	0
522	0
523	0
524	1
525	1
526	1
527	1
528	0
529	0
530	1
531	1
532	0
533	0
534	1
535	1
536	1
537	1
538	0
539	1
540	0
541	1
542	0
543	1
544	0
545	1
546	1
547	1
548	1
549	1
550	1
551	1
552	0
553	1
554	0
555	0
556	0
557	1
558	0
559	1
560	0
561	1
562	0
563	0
564	0
565	1
566	0
567	0
568	0
569	1
570	1
571	0
572	1
573	1
574	1
575	1
576	0
577	1
578	1
579	1
580	0
581	1
582	1
583	0
584	1
585	0
586	0
587	1
588	0
589	1
590	1
591	1
592	1
593	0
594	1
595	0
596	0
597	0
598	0
599	1
600	1
601	0
602	1
603	0
